"","n.gram","counts"
"1531","benny",3
"1532","benson",7
"1533","bent",6
"1534","benz",3
"1535","ber",2
"1536","berea",3
"1537","bereavement",2
"1538","berg",2
"1539","bergen",2
"1540","berger",3
"1541","berkeley",7
"1542","berkman",2
"1543","berkshire",3
"1544","berlin",2
"1545","berling",3
"1546","bermuda",2
"1547","bernadette",4
"1548","bernama",2
"1549","bernheim",2
"1550","bernstein",2
"1551","berrien",2
"1552","berries",10
"1553","berry",6
"1554","bersih",7
"1555","beset",2
"1556","beside",13
"1557","besides",25
"1558","bess",2
"1559","besson",4
"1560","best",365
"1561","bestselling",2
"1562","bet",22
"1563","beta",3
"1564","beth",13
"1565","bethenny",2
"1566","betrayal",3
"1567","betrayed",2
"1568","bets",2
"1569","betsy",2
"1570","better",306
"1571","betting",2
"1572","betty",4
"1573","beverage",4
"1574","beverages",9
"1575","beverly",3
"1576","beware",4
"1577","beyonce",6
"1578","beyond",46
"1579","bff",4
"1580","bhai",2
"1581","bharati",2
"1582","bhatt",4
"1583","bhutan",2
"1584","bi",4
"1585","bia",2
"1586","bianca",3
"1587","bianchi",2
"1588","biased",3
"1589","bib",3
"1590","bible",35
"1591","biblical",5
"1592","bican",2
"1593","bickering",3
"1594","bicycle",3
"1595","bicycles",3
"1596","bid",16
"1597","bidding",4
"1598","biden",3
"1599","bids",2
"1600","bieber",2
"1601","bienville",2
"1602","big",325
"1603","bigger",40
"1604","biggest",48
"1605","biggie",4
"1606","bigot",3
"1607","bigotry",2
"1608","bih",34
"1609","bihday",78
"1610","bihing",4
"1611","bihs",4
"1612","bike",25
"1613","biked",2
"1614","bikes",7
"1615","biking",5
"1616","bikini",3
"1617","bill",72
"1618","billboard",6
"1619","billed",7
"1620","billie",2
"1621","billing",4
"1622","billings",3
"1623","billion",89
"1624","billions",8
"1625","bills",20
"1626","billups",2
"1627","billy",13
"1628","biltmore",3
"1629","bin",24
"1630","bind",3
"1631","binder",6
"1632","binding",8
"1633","bing",7
"1634","bingo",3
"1635","bins",4
"1636","bio",2
"1637","biography",6
"1638","biological",6
"1639","biology",2
"1640","bionic",3
"1641","bipolar",2
"1642","bird",33
"1643","birdie",3
"1644","birdied",2
"1645","birding",2
"1646","birdland",2
"1647","birds",23
"1648","birdsong",2
"1649","birkeland",2
"1650","birmingham",6
"1651","biscuit",3
"1652","biscuits",11
"1653","bishop",6
"1654","bishops",4
"1655","bismarck",6
"1656","bissessar",2
"1657","bistro",5
"1658","bit",217
"1659","bitch",19
"1660","bitches",3
"1661","bite",16
"1662","bites",5
"1663","biting",6
"1664","bits",18
"1665","bitter",18
"1666","bitterness",9
"1667","bittersweet",4
"1668","biz",3
"1669","bizarre",7
"1670","bizarrely",2
"1671","bj",2
"1672","black",144
"1673","blackberries",2
"1674","blackberry",2
"1675","blackbird",2
"1676","blackened",2
"1677","blackmon",2
"1678","blackout",3
"1679","blacks",8
"1680","blackwater",2
"1681","bladder",3
"1682","blade",9
"1683","blades",6
"1684","blagojevich",2
"1685","blah",4
"1686","blair",3
"1687","blake",11
"1688","blame",20
"1689","blamed",5
"1690","blaming",3
"1691","blanchard",2
"1692","bland",4
"1693","blank",12
"1694","blanket",14
"1695","blankets",7
"1696","blankie",2
"1697","blast",17
"1698","blasting",4
"1699","blasts",2
"1700","blatant",3
"1701","blatantly",3
"1702","blaze",4
"1703","blazer",8
"1704","blazers",14
"1705","bleachers",2
"1706","bleak",3
"1707","blech",2
"1708","bleed",2
"1709","bleeding",11
"1710","blend",18
"1711","blended",2
"1712","blender",5
"1713","blends",4
"1714","bless",9
"1715","blessed",23
"1716","blessing",20
"1717","blessings",14
"1718","bleu",2
"1719","blew",7
"1720","blight",2
"1721","blind",20
"1722","blindly",2
"1723","blindness",3
"1724","bling",2
"1725","blink",2
"1726","blinking",2
"1727","bliss",2
"1728","blissful",4
"1729","blissfully",2
"1730","blistered",5
"1731","blistering",2
"1732","blizzard",5
"1733","bloc",2
"1734","bloch",2
"1735","block",56
"1736","blockbuster",2
"1737","blocked",4
"1738","blocking",7
"1739","blocks",23
"1740","blog",189
"1741","blogger",21
"1742","bloggers",15
"1743","blogging",24
"1744","blogland",2
"1745","blogosphere",4
"1746","blogroll",2
"1747","blogs",36
"1748","blogspot",3
"1749","bloke",2
"1750","blonde",3
"1751","blondes",2
"1752","blood",44
"1753","bloodless",2
"1754","bloody",16
"1755","bloom",10
"1756","bloomberg",7
"1757","blooming",3
"1758","blooms",5
"1759","blossom",11
"1760","blossoms",4
"1761","blouse",4
"1762","blow",23
"1763","blowing",11
"1764","blown",8
"1765","blowout",2
"1766","blows",2
"1767","blowtorch",2
"1768","blu",2
"1769","blue",96
"1770","bluebeard",3
"1771","blueberries",3
"1772","blueberry",2
"1773","blues",21
"1774","blunt",3
"1775","blur",2
"1776","blurb",3
"1777","blurred",3
"1778","blurry",5
"1779","blvd",7
"1780","bmibaby",2
"1781","bmw",2
"1782","bn",4
"1783","bnp",10
"1784","bo",5
"1785","board",130
"1786","boarding",4
"1787","boards",21
"1788","boardwalk",4
"1789","boast",2
"1790","boasted",2
"1791","boasts",5
"1792","boat",25
"1793","boats",8
"1794","bob",24
"1795","bobbie",2
"1796","bobby",8
"1797","bodacious",2
"1798","bodice",2
"1799","bodies",19
"1800","body",135
"1801","boehner",5
"1802","boeing",4
"1803","boer",8
"1804","boers",2
"1805","bofa",2
"1806","bogey",4
"1807","bogeyman",2
"1808","bogged",3
"1809","boggling",2
"1810","boil",12
"1811","boiled",5
"1812","boiler",3
"1813","boiling",4
"1814","boji",2
"1815","bold",12
"1816","bolden",2
"1817","bollywood",2
"1818","bologna",2
"1819","bolster",3
"1820","bolt",3
"1821","bolted",2
"1822","bolton",2
"1823","bolts",2
"1824","bomb",17
"1825","bombed",2
"1826","bombers",3
"1827","bombing",3
"1828","bombs",2
"1829","bombshell",2
"1830","bon",4
"1831","bona",3
"1832","bonal",2
"1833","bonanza",2
"1834","bond",22
"1835","bonding",5
"1836","bonds",8
"1837","bone",22
"1838","bones",23
"1839","bonnie",5
"1840","bonus",9
"1841","bonuses",8
"1842","boo",4
"1843","boobs",5
"1844","book",283
"1845","booked",9
"1846","booker",2
"1847","booking",3
"1848","bookmark",2
"1849","bookmarks",2
"1850","books",139
"1851","bookshelf",2
"1852","bookshop",2
"1853","bookstore",2
"1854","boom",8
"1855","boomer",2
"1856","booming",2
"1857","boon",2
"1858","boost",18
"1859","boosted",7
"1860","booster",2
"1861","boosting",4
"1862","boot",10
"1863","booth",8
"1864","booties",2
"1865","bootleg",2
"1866","boots",22
"1867","booty",3
"1868","booze",3
"1869","bop",4
"1870","bopping",2
"1871","bordeaux",2
"1872","border",23
"1873","borders",7
"1874","bore",5
"1875","bored",11
"1876","boredom",2
"1877","boring",18
"1878","born",82
"1879","borne",7
"1880","borough",5
"1881","borrow",5
"1882","borrowed",5
"1883","borrowers",2
"1884","borrowing",4
"1885","bos",2
"1886","bosh",3
"1887","bosi",2
"1888","bosom",2
"1889","boss",17
"1890","bosses",6
"1891","boston",24
"1892","botanic",2
"1893","botanical",2
"1894","bother",17
"1895","bothered",7
"1896","bothering",3
"1897","bottle",20
"1898","bottled",4
"1899","bottles",15
"1900","bottling",2
"1901","bottom",63
"1902","bottoms",6
"1903","boughs",2
"1904","bought",83
"1905","boulder",2
"1906","boulevard",6
"1907","bounce",7
"1908","bounced",3
"1909","bouncer",2
"1910","bouncing",5
"1911","bound",13
"1912","boundaries",7
"1913","boundary",5
"1914","bounds",3
"1915","bountiful",2
"1916","bounty",2
"1917","bourbon",2
"1918","bourdain",2
"1919","bout",6
"1920","boutique",6
"1921","bouts",2
"1922","bow",12
"1923","bowels",3
"1924","bowflex",2
"1925","bowl",66
"1926","bowling",7
"1927","bowls",5
"1928","bows",6
"1929","bowser",3
"1930","box",66
"1931","boxed",3
"1932","boxer",2
"1933","boxers",4
"1934","boxes",12
"1935","boxing",3
"1936","boy",73
"1937","boycott",6
"1938","boyd",2
"1939","boyer",2
"1940","boyfriend",22
"1941","boyfriends",4
"1942","boyle",4
"1943","boys",51
"1944","bp",2
"1945","br",3
"1946","bra",6
"1947","brace",3
"1948","bracelet",8
"1949","brad",8
"1950","bradford",7
"1951","bradley",7
"1952","brady",5
"1953","brag",5
"1954","bragging",3
"1955","brahms",2
"1956","braid",2
"1957","braids",2
"1958","brain",48
"1959","brains",6
"1960","brainstorming",3
"1961","brake",5
"1962","brakes",5
"1963","bram",2
"1964","bran",2
"1965","branch",10
"1966","branches",12
"1967","brand",43
"1968","branded",4
"1969","brandon",8
"1970","brands",17
"1971","brandt",4
"1972","brandy",2
"1973","branson",2
"1974","brass",4
"1975","braswell",2
"1976","braun",5
"1977","brave",8
"1978","bravely",2
"1979","bravery",2
"1980","braving",2
"1981","bravo",3
"1982","brazil",10
"1983","brazilian",3
"1984","brbp",2
"1985","breach",5
"1986","breached",2
"1987","bread",54
"1988","breads",4
"1989","breadth",2
"1990","break",90
"1991","breakdown",3
"1992","breaker",2
"1993","breakfast",38
"1994","breaking",23
"1995","breaks",16
"1996","breakthrough",5
"1997","breakup",2
"1998","breast",9
"1999","breasts",8
"2000","breath",25
"2001","breathe",13
"2002","breathed",2
"2003","breathing",11
"2004","breathless",2
"2005","breathtaking",4
"2006","bred",2
"2007","breech",2
"2008","breed",2
"2009","breeder",3
"2010","breeding",6
"2011","breedlove",2
"2012","breen",2
"2013","breeze",12
"2014","breezy",3
"2015","brendan",2
"2016","brew",15
"2017","brewdog",2
"2018","brewed",7
"2019","brewer",9
"2020","breweries",7
"2021","brewers",4
"2022","brewery",12
"2023","brewfest",2
"2024","brewing",16
"2025","brewpub",3
"2026","brewpubs",3
"2027","brews",4
"2028","brian",15
"2029","briatore",2
"2030","brick",13
"2031","bricks",3
"2032","bridal",2
"2033","bride",12
"2034","brides",2
"2035","bridesmaids",2
"2036","bridge",52
"2037","bridges",3
"2038","bridgeton",2
"2039","brief",21
"2040","briefed",2
"2041","briefing",2
"2042","briefly",17
"2043","briefs",4
"2044","brien",6
"2045","brigade",7
"2046","bright",28
"2047","brighter",5
"2048","brighton",2
"2049","brigitte",2
"2050","brilliance",5
"2051","brilliant",27
"2052","brim",2
"2053","brine",4
"2054","bring",125
"2055","bringing",34
"2056","brings",27
"2057","brink",2
"2058","brit",2
"2059","britai",4
"2060","britain",20
"2061","british",52
"2062","brits",2
"2063","brittle",3
"2064","bro",13
"2065","broad",4
"2066","broadband",2
"2067","broadcast",7
"2068","broadcaster",2
"2069","broadcasting",5
"2070","broadcasts",4
"2071","broaden",3
"2072","broadened",2
"2073","broader",6
"2074","broadly",2
"2075","broadway",13
"2076","broccoli",3
"2077","brochure",2
"2078","brochures",3
"2079","brock",2
"2080","brockton",2
"2081","brody",2
"2082","broil",3
"2083","broke",29
"2084","broken",44
"2085","brokers",2
"2086","bronchitis",2
"2087","bronco",2
"2088","broncos",13
"2089","bronko",2
"2090","bronx",2
"2091","bronze",7
"2092","brooch",3
"2093","brooder",2
"2094","brook",3
"2095","brooke",3
"2096","brooklyn",15
"2097","brooks",9
"2098","broom",4
"2099","brooms",2
"2100","bros",4
"2101","broth",11
"2102","brother",71
"2103","brotherhood",4
"2104","brothers",30
"2105","brought",81
"2106","brow",8
"2107","brown",71
"2108","browne",2
"2109","browned",5
"2110","brownie",7
"2111","brownies",10
"2112","browning",3
"2113","browns",14
"2114","brownstein",2
"2115","browse",2
"2116","browser",5
"2117","browsers",2
"2118","browsing",3
"2119","bruce",24
"2120","brucker",2
"2121","brucks",2
"2122","bruins",4
"2123","bruised",5
"2124","bruises",4
"2125","brumback",2
"2126","brunch",7
"2127","bruno",4
"2128","brunswick",4
"2129","brush",13
"2130","brushed",6
"2131","brussels",3
"2132","brutal",5
"2133","brutally",2
"2134","brutus",2
"2135","bryan",6
"2136","bryce",4
"2137","bryzgalov",2
"2138","bs",3
"2139","bskyb",2
"2140","bt",2
"2141","btw",6
"2142","bubba",2
"2143","bubble",6
"2144","bubbles",3
"2145","buchanan",3
"2146","buck",9
"2147","bucket",8
"2148","buckeye",2
"2149","buckeyes",6
"2150","bucking",2
"2151","buckle",3
"2152","bucks",12
"2153","buckwheat",2
"2154","bucs",2
"2155","bud",3
"2156","buddha",5
"2157","buddhism",5
"2158","buddhist",3
"2159","buddies",5
"2160","budding",5
"2161","buddy",20
"2162","budget",58
"2163","budgeted",2
"2164","budgets",5
"2165","buds",6
"2166","buff",6
"2167","buffalo",4
"2168","buffelshoek",2
"2169","buffet",6
"2170","buffett",6
"2171","bug",12
"2172","bugs",5
"2173","build",44
"2174","builder",3
"2175","building",95
"2176","buildings",25
"2177","builds",4
"2178","built",56
"2179","bulgarian",2
"2180","bulk",16
"2181","bulky",2
"2182","bull",12
"2183","bulldog",2
"2184","bulldogs",2
"2185","bullet",7
"2186","bulletin",3
"2187","bullets",2
"2188","bullfrog",2
"2189","bullfrogs",2
"2190","bullied",5
"2191","bullion",2
"2192","bullish",2
"2193","bullpen",6
"2194","bulls",7
"2195","bullshit",5
"2196","bully",2
"2197","bullying",9
"2198","bummer",2
"2199","bump",4
"2200","bumper",3
"2201","bumping",3
"2202","bumps",2
"2203","bums",2
"2204","bun",2
"2205","bunch",37
"2206","bundled",5
"2207","bunker",4
"2208","bunny",11
"2209","buns",2
"2210","buon",7
"2211","burberry",2
"2212","burden",19
"2213","burdens",2
"2214","bureau",11
"2215","bureaucracy",2
"2216","bureaucratic",2
"2217","bureaucrats",4
"2218","burger",7
"2219","burgers",5
"2220","burglary",6
"2221","buried",14
"2222","burlesque",3
"2223","burn",13
"2224","burned",12
"2225","burner",2
"2226","burning",20
"2227","burns",9
"2228","burnt",4
"2229","burpo",2
"2230","burrell",2
"2231","burrow",3
"2232","burst",2
"2233","bursting",4
"2234","bursts",2
"2235","bury",3
"2236","bus",30
"2237","busch",4
"2238","buses",7
"2239","bush",10
"2240","bushels",2
"2241","busier",2
"2242","business",160
"2243","businesses",38
"2244","businessman",3
"2245","businessmen",4
"2246","bust",5
"2247","busta",2
"2248","busted",3
"2249","buster",2
"2250","busting",4
"2251","bustle",2
"2252","bustling",2
"2253","busy",59
"2254","busywork",6
"2255","butcher",4
"2256","butler",8
"2257","butt",8
"2258","butter",39
"2259","butterflies",10
"2260","butterfly",8
"2261","butternut",3
"2262","butterscotch",2
"2263","butting",3
"2264","button",22
"2265","buttons",12
"2266","buy",106
"2267","buyer",8
"2268","buyers",4
"2269","buying",23
"2270","buys",4
"2271","buzz",6
"2272","buzzcocks",2
"2273","buzzed",2
"2274","buzzing",2
"2275","buzzwords",2
"2276","bv",3
"2277","bwb",2
"2278","bye",5
"2279","bynum",3
"2280","bystander",2
"2281","byu",3
"2282","c",135
"2283","ca",21
"2284","cab",7
"2285","cabal",2
"2286","cabaret",2
"2287","cabbage",5
"2288","cabernet",3
"2289","cabin",11
"2290","cabinet",13
"2291","cabinetry",2
"2292","cabins",3
"2293","cable",9
"2294","cables",3
"2295","cabrera",4
